ID,Authors,Year,Year_numeric,Decade,Title,Search engine,Classification,Problem_statement,Research_gap,Contribution,Method,Method_clean,Method_category,Method_detail,Study region,Study_region_clean,Study_region_continent,Numerical water value,Has_water_value,DOI,Extraction_source,Notes
1-064,"González, J. M.; Olivares, M. A.; Medellín-Azuara, J.; Moreno, R.; Marques, G.",2016,2016,2015–2019,Multi-Purpose Reservoir Operation: A Tradeoff Analysis between Hydropower Generation and Irrigated Agriculture Using Hydro-Economic Models,ASCE Library,B,"Fixed irrigation requirements often conflict with flexible hydropower scheduling, preventing the achievement of maximum joint economic benefits for the entire water basin.",Traditional management relies on standard operating rules that do not adaptively link energy market prices with nonlinear agricultural water demand functions. (inferred).,"A co-optimization model using sampling stochastic dynamic programming (then ""SDP"") for single reservoirs achieves higher total benefits for both sectors compared to rules.",SDDP,SDDP,Optimization,SDDP,,Not specified,Not specified,Yes,True,10.1061/9780784479858.026,"Sec 1, Conclusions",
1-073,"Medellín-Azuara, J.; Mendoza-Espinosa, L. G.; Lund, J. R.; Howitt, R. E.",2008,2008,2005–2009,"Hydro-economic analysis of water supply for the binational transboundary region of Baja California, Mexico",Scopus,E,Regional water supply alternatives incorporating flexible allocation and integrated management remain largely unexplored despite growing scarcity in arid environments.,"Comprehensive quantitative analyses of water supply strategies that include markets, wastewater reuse, and desalination are missing for the Baja region. (inferred).",An integrated quantitative analysis uses the CALVIN optimization model to evaluate idealized water markets and infrastructure expansions for Baja California.,LP,LP,Optimization,LP,Mexico,Mexico,North America,Yes,True,10.2166/ws.2008.065,"Intro, Sec 2",
1-094,"Grismer, M. E.",2001,2001,2000–2004,"Regional Alfalfa Yield, $_ $ , and Water Value in Western States",ASCE Library,C,Insufficient technical content available in the source excerpts for 1-094.pdf to identify a real-world or theoretical problem statement meeting the word count.,Insufficient technical content available in the source excerpts for 1-094.pdf to identify a scientific research gap meeting the word count.,Insufficient technical content available in the source excerpts for 1-094.pdf to identify a concrete deliverable contribution meeting the word count.,,Not available,Not available,Not available,"California, US",United States,North America,,False,10.1061/(ASCE)0733-9437(2001)127:3(131),Affiliations,
1-095,Keyes Conrad G.; Bomar George W.; DeFelice Thomas P.; Griffith Don A.; Langerud Darin W.,2016,2016,2015–2019,Guidelines for Cloud Seeding to Augment Precipitation,ASCE Library,R,"Communities face water resource demand issues that require augmenting precipitation for agriculture, hydroelectric power, and municipal supply using scientifically sound and manageable technologies.","Scientific and operational practitioners lacked a unified standard for project design, evaluation, and interdisciplinary assessment that incorporates societal, environmental, and legal aspects of weather modification.","A comprehensive manual provides facts, analysis of limitations, and guidelines for implementing cloud seeding projects to augment precipitation and manage atmospheric water resources.",Review,Other,Review/Theoretical,Review,,Not specified,Not specified,,False,10.1061/9780784414118,"Preface, Intro, Implementation",
1-097,"Ni, H.; Wang, H.; Zhao, B.; Wang, D.",2009,2009,2005–2009,Study on the Water Value Conversion between Economy and Ecology and Countermeasures of Water Resources Distribution for Coordinated Development of Economy and Ecology,ASCE Library,H,Coordinated development analysis is required to understand the relationship between water resources and the national economy in Beijing under integrated accounting systems.,A scientific study on water resources value and price based on integrated environmental and economic accounting was missing for the region (inferred).,A study identifies water resources price and value metrics to support coordinated development analysis for the national economy in Beijing.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,,Not specified,Not specified,Yes,True,10.1061/41036(342)518,References,
1-098,"Perez, J. A.; Naranjo, M. E.",2003,2003,2000–2004,"Water Economic Value Estimated Using Delphi Method. A Case Study: Chama River Upper Watershed, Merida, Venezuela",ASCE Library,H,Managing complex river basins like the Chama River requires identifying and describing diverse water values to reach a consensus among experts on allocation strategies.,Methodological gaps exist in applying structured expert consensus techniques like the Delphi method to systematically categorize and weigh different stakeholder values of water in river management (inferred).,"A study methodology employs a multi-round Delphi questionnaire to identify, describe, and achieve expert consensus on the various values of water within the Chama River basin.",Survey,Other,Review/Theoretical,Survey,"Chama River upper watershed, Venezuela",Venezuela (Bolivarian Republic of),South America,,False,10.1061/40685(2003)79,Methodology,
1-099,Draper Stephen E.,2006,2006,2005–2009,Sharing Water in Times of Scarcity: Guidelines and Procedures in the Development of Effective Agreements to Share Water Across Political Boundaries,ASCE Library,F,Conflicts over shared water resources arise from scarcity and the timing or magnitude of individual uses across political boundaries.,There is a lack of comprehensive guidelines and interdisciplinary procedures for the initial formulation stage of transboundary water sharing agreements.,A set of narrative guidelines and procedures provides a framework for multi-disciplinary analysis and administration of cross-boundary water sharing agreements.,Review,Other,Review/Theoretical,Review,,Not specified,Not specified,,False,10.1061/9780784408469,"Preface, Sec 2",
1-100,"Gu, Y.; Bakke, J.; Zhou, Z.; Osborn, D.; Guo, T.; Bo, R.",2014,2014,2010–2014,A Novel Market Simulation Methodology on Hydro Storage,IEEE Xplore,G,"Rapid growth in wind generation creates challenges for large-scale integration because of its variable nature, requiring hydro storage systems to manage imbalances in real-time markets.","While many studies address hydropower dispatch in day-ahead markets, few efforts analyze the performance and bidding strategies of hydro storage units in real-time energy markets.",An interleave simulation method and tiered bidding strategy model hydro storage behavior in both day-ahead and real-time markets while capturing wind variability and load uncertainties.,,Not available,Not available,Not available,"MISO, US",United States,North America,,False,10.1109/TSG.2013.2289915,"Intro, Methodology",
1-101,"Ming, Z.; Zhi-fu, W.; Bao-hua, L.; De, Y.; Ye, L.",2005,2005,2005–2009,An Economic Dispatching Model of Hydro-Therm System Under Market Environment and its Application,IEEE Xplore,G,"Traditional hydro-thermal dispatch decisions often ignore the individual benefits of power plants in competitive market environments, focusing only on thermal bid prices rather than joint optimization.",Scientific literature lacks sufficient research on separate and integrated market patterns that utilize microeconomic theories to find optimal water release and thermal unit output simultaneously.,A computer software based on microeconomic theory and a B/S structure solves systems of equations to obtain optimal water release and output for hydro-thermal generators.,,Not available,Not available,Not available,China,China,Asia/Oceania,,False,10.1109/TDC.2005.1547173,"Intro, Methodology",
1-104,"Pearce, J.; Khojaste, A.; Zakeri, G.; Pritchard, G.",2025,2025,2020–2025,Baseline Hydropower Generation Offer Curves,IEEE Xplore,B,Calculating marginal production costs for hydropower generators is difficult because the water value of stored resources depends on uncertain future seasonal inflow patterns.,Existing stochastic dual dynamic programming approaches can have stalling convergence and require complex scenario trees to model long-term seasonal water inflow variability.,A Markov decision process procedure using quantile Fourier regressions generates computationally efficient offer curves that reflect seasonal water value for reservoirs.,LP,LP,Optimization,LP,New Zealand,New Zealand,Asia/Oceania,,False,10.1109/NAPS66256.2025.11272239,"Abstract, Intro, Conclusions",
1-106,"Gonzalez, P.; Villar, J.; Diaz, C. A.; Campos, F. A.",2013,2013,2010–2014,Hourly energy and reserve joint dispatch with a hydro-thermal technological based representation,IEEE Xplore,C,Increasing solar and wind penetration creates volatility that requires simultaneous management of energy and reserve markets from an overall system perspective to maintain grid reliability.,Previous models fail to address simultaneous hydropower and thermal energy and reserve dispatch from an overall system perspective while maintaining fast execution times.,An iterative mixed-integer linear optimization model provides system economic signals by utilizing clustering techniques to simplify generation technologies for fast joint dispatch.,,Not available,Not available,Not available,Spain,Spain,Europe,,False,10.1109/EEM.2013.6607286,"Nomenclature, Intro, Sec II",
